seed,measurement_ratio,method,sample_id,rmse,mae,relative_l2,support_f1,lambda,cs_engine,m,val_score,ae_recon_train_rmse,method_label
7,0.05,ml_only,0,0.029840388597788304,0.023594116583811574,0.538387329607262,,,none,4,,,ML only
7,0.05,mlp_concat_ub,0,0.2548306508843388,0.20871417999622566,4.5977147107885985,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,0,0.12336326850343995,0.1012494924991921,2.225749188337091,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,0,0.0152961139537206,0.012941050626455099,0.2759760958851048,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,1,0.02463416624060504,0.01994131377968881,0.5638887707667241,,,none,4,,,ML only
7,0.05,mlp_concat_ub,1,0.25635476176771943,0.20463189787766772,5.868092716493956,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,1,0.21164016719387474,0.14375658968726263,4.844552584333248,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,1,0.019323840384959948,0.015630856667797864,0.44233267303386586,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,2,0.031076417963731503,0.02431267405007214,0.8640733176420942,,,none,4,,,ML only
7,0.05,mlp_concat_ub,2,0.22931226391153936,0.18187170975320008,6.375979653939218,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,2,0.1038198576275977,0.08259364906895286,2.886689480174456,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,2,0.019311097334510717,0.015412301165611594,0.5369410322841622,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,3,0.028125439929795493,0.022804058390188644,0.7918591466138122,,,none,4,,,ML only
7,0.05,mlp_concat_ub,3,0.2092475307622329,0.16723229045468785,5.891270378490892,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,3,0.1475713458707727,0.11719996051549603,4.154805055407767,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,3,0.02149120956034794,0.018854931816966534,0.6050753660968411,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,4,0.026106401683332402,0.020948786765092015,0.6988320794859483,,,none,4,,,ML only
7,0.05,mlp_concat_ub,4,0.22252956732720594,0.18289618474347114,5.956807152847316,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,4,0.10502527757470348,0.08157160187101499,2.8113806726944652,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,4,0.021877332047643826,0.019355679299126863,0.5856257646652426,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,5,0.02970596008637761,0.023864834249108915,0.7104333187322549,,,none,4,,,ML only
7,0.05,mlp_concat_ub,5,0.2689734591629347,0.21984699014865494,6.432638658652418,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,5,0.108646265899717,0.09008017369827412,2.598331345849968,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,5,0.017469011434884288,0.014369306816544681,0.41778039600705325,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,6,0.026431492821135345,0.020814561120805465,0.5245834404012487,,,none,4,,,ML only
7,0.05,mlp_concat_ub,6,0.18760129566858244,0.15584892166561276,3.7233058976851847,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,6,0.1473676123055528,0.10707698690842817,2.9247916336056434,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,6,0.01426084610621718,0.011277885810642093,0.2830337190584311,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,7,0.03048113733683911,0.02425618524964174,0.5736248644760668,,,none,4,,,ML only
7,0.05,mlp_concat_ub,7,0.25497441138271276,0.2053341856474294,4.7983662997215655,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,7,0.09384261339331233,0.07465447378092933,1.7660251910862892,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,7,0.015283900043920353,0.013086018946196437,0.28762788587824795,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,8,0.023401344027095494,0.018968521910199546,0.4310904026589851,,,none,4,,,ML only
7,0.05,mlp_concat_ub,8,0.2252896478982567,0.17945609582874145,4.150197737143165,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,8,0.18503177302549895,0.16034806660378753,3.4085829192507497,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,8,0.013705665665275053,0.011450184172659517,0.2524804098222635,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,9,0.021642698790072495,0.017004990428412397,0.39332704169624494,,,none,4,,,ML only
7,0.05,mlp_concat_ub,9,0.23420342668151473,0.17673835870497098,4.256333365135514,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,9,0.1109585068276593,0.09437061818242373,2.016522138245294,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,9,0.009884900262194511,0.007977969199395927,0.179644813029271,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,10,0.02674552395908734,0.021797453327342974,0.47781525714157097,,,none,4,,,ML only
7,0.05,mlp_concat_ub,10,0.16129703231652978,0.1256140863419164,2.8816105113659134,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,10,0.17648208890799044,0.1380767609516155,3.1528952216993904,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,10,0.01150710263457388,0.009130200651065111,0.20557717293944497,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,11,0.025562619074570303,0.02026998102954073,0.4335065186124565,,,none,4,,,ML only
7,0.05,mlp_concat_ub,11,0.14140734248980502,0.11649946076079987,2.398072144727021,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,11,0.1376003606265099,0.10420683600745542,2.3335110193914876,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,11,0.011018831684268168,0.00870643046857372,0.18686408261568238,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,12,0.02149545191167229,0.017364270685205296,0.36620710498770853,,,none,4,,,ML only
7,0.05,mlp_concat_ub,12,0.1624348915476785,0.12645828825643596,2.7673208094018618,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,12,0.20157428899382573,0.17952176682672144,3.434118859920345,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,12,0.011674524031930913,0.010051949199920147,0.19889294095377053,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,13,0.02759077806854808,0.023335731051574597,0.4553331552365843,,,none,4,,,ML only
7,0.05,mlp_concat_ub,13,0.16503967579070927,0.13056326893444006,2.7236649916252658,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,13,0.14192941700041156,0.1238301411761164,2.342274259287937,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,13,0.012599702726268584,0.010788125959402772,0.20793405619592853,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,14,0.02536927736816368,0.021002167166221518,0.4175871432536747,,,none,4,,,ML only
7,0.05,mlp_concat_ub,14,0.2834261396515644,0.22807015296935684,4.665292994472109,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,14,0.1344011405129997,0.10793788584964169,2.212289593525846,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,14,0.0144397896746321,0.012081658259991409,0.23768396836484237,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,15,0.026728166499958808,0.020733760832772844,0.40009854430392,,,none,4,,,ML only
7,0.05,mlp_concat_ub,15,0.23038989592897482,0.18733629991368123,3.448746175075515,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,15,0.08971289004645182,0.07014922395762141,1.342927757986629,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,15,0.015354151565151094,0.012047492558162214,0.22983894874525623,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,16,0.02104314676811996,0.017536140625001532,0.30704852155102397,,,none,4,,,ML only
7,0.05,mlp_concat_ub,16,0.19179092361161232,0.1583329760050483,2.7984939795728194,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,16,0.2538046390799742,0.17927201937807397,3.703359580723951,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,16,0.014037120728447051,0.010669804546013028,0.2048209430840733,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,17,0.025527184224665683,0.020616008086705467,0.33909970211687246,,,none,4,,,ML only
7,0.05,mlp_concat_ub,17,0.3400224713583179,0.26609813661534754,4.516813046667251,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,17,0.12516467202431944,0.09894110705714285,1.6626707679725934,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,17,0.01780312051150916,0.01610827836411327,0.23649427250069535,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,18,0.02689537276484368,0.02080418267618953,0.30359054034673183,,,none,4,,,ML only
7,0.05,mlp_concat_ub,18,0.2208581522130901,0.1776777467684541,2.4930104652796574,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,18,0.08477201317008191,0.06525853827555231,0.9568925297895947,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,18,0.01970482703839519,0.016866734085494876,0.2224248438692371,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,19,0.026560958819040647,0.022205631701681074,0.2575152568134691,,,none,4,,,ML only
7,0.05,mlp_concat_ub,19,0.2212818699894503,0.19366340943154384,2.14538405660448,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,19,0.06615977059361937,0.05461179251116625,0.6414358168020177,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,19,0.02255357150109273,0.019813772638650536,0.21866261668992742,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,20,0.029114296543557665,0.02403972766848471,0.2447350762335687,,,none,4,,,ML only
7,0.05,mlp_concat_ub,20,0.22353196598363176,0.17528642108401973,1.879012005452312,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,20,0.14367633527432136,0.11125897178128308,1.2077447522633518,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,20,0.022975169052937658,0.01964573993802786,0.19312950739639392,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,21,0.021870112309710837,0.01714284922316972,0.16902036044761826,,,none,4,,,ML only
7,0.05,mlp_concat_ub,21,0.12983343319365062,0.103240580835163,1.0034010509767126,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,21,0.11083651554224729,0.08093231384442492,0.8565858072612875,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,21,0.021560031563941706,0.01926493393447369,0.1666239411391315,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,22,0.023453771062190452,0.018327005591646458,0.1763457236647217,,,none,4,,,ML only
7,0.05,mlp_concat_ub,22,0.12428873949236773,0.10554727775495548,0.9345101754016466,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,22,0.1531985354243473,0.1305247481448663,1.1518790100809866,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,22,0.022430289774477176,0.019414246939926744,0.16865030667354713,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,23,0.02014064934428522,0.016092773285106266,0.15326308131164398,,,none,4,,,ML only
7,0.05,mlp_concat_ub,23,0.17912169981096626,0.14027999955101345,1.3630515666863317,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,23,0.19156779710464072,0.14009259899454451,1.4577618805856356,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,23,0.023129282368895016,0.019734516135496795,0.17600550130176232,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,24,0.022739569813263544,0.018369727434062507,0.1714868194575933,,,none,4,,,ML only
7,0.05,mlp_concat_ub,24,0.12140462360538684,0.09961369860052943,0.9155535016933593,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,24,0.12516818851488282,0.09862881303999566,0.9439358229708366,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,24,0.017595301167918537,0.01436925556946844,0.13269214235200083,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,25,0.01823259731231781,0.014481090087272412,0.13926272306725423,,,none,4,,,ML only
7,0.05,mlp_concat_ub,25,0.17425775104697952,0.1465043978670098,1.3310012013473813,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,25,0.24878209022616,0.21682666402045092,1.900226870685711,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,25,0.01568309922288642,0.013733481655308903,0.1197893567493842,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,26,0.024765155414910995,0.0200546836601443,0.1841560240592661,,,none,4,,,ML only
7,0.05,mlp_concat_ub,26,0.19346472419597102,0.15246945470112597,1.4386218784720906,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,26,0.0817373929980306,0.07160506343651837,0.6078069391974824,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,26,0.019208711704151383,0.015067326806108953,0.14283778621503643,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,27,0.02721190951454091,0.01994608047279018,0.20270618244434205,,,none,4,,,ML only
