seed,measurement_ratio,method,sample_id,rmse,mae,relative_l2,support_f1,lambda,cs_engine,m
7,0.05,ml_only,0,0.0298403885977883,0.02359411658381157,0.538387329607262,,,none,4
7,0.05,mlp_concat_ub,0,0.2536829405450173,0.20868232358214872,4.577007450133294,,,direct_ub,4
7,0.05,pca_regression_ub,0,0.11612014605764673,0.09645305411974592,2.0950670647169556,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,0,0.015407398647646358,0.013003734786817432,0.2779839205819082,,32.0,ae_mlp,4
7,0.05,ml_only,1,0.024634166240605035,0.019941313779688812,0.5638887707667241,,,none,4
7,0.05,mlp_concat_ub,1,0.2795920216762804,0.21956261220718043,6.400005580840342,,,direct_ub,4
7,0.05,pca_regression_ub,1,0.22049244493271603,0.14567658644240103,5.04718578749857,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,1,0.01863907345725703,0.015110245880900024,0.42665800487774874,,32.0,ae_mlp,4
7,0.05,ml_only,2,0.031076417963731496,0.02431267405007214,0.8640733176420939,,,none,4
7,0.05,mlp_concat_ub,2,0.22601340707514597,0.18112821826700182,6.284255627882693,,,direct_ub,4
7,0.05,pca_regression_ub,2,0.10095167243444068,0.08568848574624591,2.806940189302017,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,2,0.019184821402004143,0.015224741588260829,0.5334299563272534,,32.0,ae_mlp,4
7,0.05,ml_only,3,0.028125439929795496,0.022804058390188644,0.7918591466138122,,,none,4
7,0.05,mlp_concat_ub,3,0.20555333469332315,0.16540605082413598,5.787261945063617,,,direct_ub,4
7,0.05,pca_regression_ub,3,0.18963204974236605,0.15371969471339625,5.339005308163719,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,3,0.02190946100001581,0.019342631921679974,0.6168510477897178,,32.0,ae_mlp,4
7,0.05,ml_only,4,0.026106401683332395,0.020948786765092008,0.6988320794859482,,,none,4
7,0.05,mlp_concat_ub,4,0.2240349770771684,0.1839218432225354,5.9971048790068116,,,direct_ub,4
7,0.05,pca_regression_ub,4,0.10588026930608158,0.08896859785010257,2.834267612718977,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,4,0.021819700180894477,0.019430314849972277,0.5840830397131932,,32.0,ae_mlp,4
7,0.05,ml_only,5,0.029705960086377606,0.023864834249108905,0.7104333187322548,,,none,4
7,0.05,mlp_concat_ub,5,0.2724184376366785,0.21992205844372964,6.515027091241248,,,direct_ub,4
7,0.05,pca_regression_ub,5,0.10814270368685021,0.08994324525607353,2.586288396454127,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,5,0.01811809748909827,0.014960741838043927,0.43330362293852437,,32.0,ae_mlp,4
7,0.05,ml_only,6,0.02643149282113535,0.020814561120805465,0.5245834404012489,,,none,4
7,0.05,mlp_concat_ub,6,0.2038063958539485,0.17176449805002325,4.04492705108779,,,direct_ub,4
7,0.05,pca_regression_ub,6,0.12617719279157041,0.09526660476520167,2.5042272997099104,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,6,0.014638107519425828,0.011538392239884437,0.2905211921047276,,32.0,ae_mlp,4
7,0.05,ml_only,7,0.030481137336839107,0.024256185249641734,0.5736248644760666,,,none,4
7,0.05,mlp_concat_ub,7,0.2574598360550502,0.208872180147672,4.845139534429967,,,direct_ub,4
7,0.05,pca_regression_ub,7,0.08075384979519408,0.06223976734839702,1.5197076025343772,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,7,0.014963689695876555,0.012846728707372695,0.281601843756832,,32.0,ae_mlp,4
7,0.05,ml_only,8,0.02340134402709549,0.018968521910199543,0.4310904026589849,,,none,4
7,0.05,mlp_concat_ub,8,0.21904083751931122,0.17517675520439918,4.035084597518355,,,direct_ub,4
7,0.05,pca_regression_ub,8,0.18618172591586662,0.1585531708278362,3.4297669014174783,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,8,0.013540617557699048,0.011224968959700914,0.24943995816826187,,32.0,ae_mlp,4
7,0.05,ml_only,9,0.021642698790072502,0.0170049904284124,0.39332704169624505,,,none,4
7,0.05,mlp_concat_ub,9,0.22926412011459402,0.1751466185369322,4.166568088686308,,,direct_ub,4
7,0.05,pca_regression_ub,9,0.10342137589522363,0.08109757117390429,1.8795448859493824,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,9,0.009817130828855866,0.008022415888636858,0.17841319441317,,32.0,ae_mlp,4
7,0.05,ml_only,10,0.026745523959087344,0.02179745332734298,0.477815257141571,,,none,4
7,0.05,mlp_concat_ub,10,0.16094228113239128,0.12601721766900878,2.8752727956221613,,,direct_ub,4
7,0.05,pca_regression_ub,10,0.16787951269937,0.13003406889481078,2.99920811616765,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,10,0.011042481283825943,0.008777476843002289,0.19727660008393882,,32.0,ae_mlp,4
7,0.05,ml_only,11,0.025562619074570303,0.02026998102954073,0.4335065186124564,,,none,4
7,0.05,mlp_concat_ub,11,0.13760569312979842,0.11497691638575766,2.333601451241579,,,direct_ub,4
7,0.05,pca_regression_ub,11,0.1505404594580722,0.11966357960519147,2.5529571246050233,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,11,0.011016009038953709,0.008770289914888442,0.1868162144711867,,32.0,ae_mlp,4
7,0.05,ml_only,12,0.021495451911672292,0.017364270685205303,0.3662071049877086,,,none,4
7,0.05,mlp_concat_ub,12,0.1678005566281531,0.13057361240121446,2.8587329222305877,,,direct_ub,4
7,0.05,pca_regression_ub,12,0.21453276152650125,0.18607739601448275,3.6548857798601384,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,12,0.011799440765725441,0.010164704861700536,0.2010210839505025,,32.0,ae_mlp,4
7,0.05,ml_only,13,0.027590778068548073,0.023335731051574594,0.45533315523658424,,,none,4
7,0.05,mlp_concat_ub,13,0.15864339901584168,0.12360372125385366,2.618106646063893,,,direct_ub,4
7,0.05,pca_regression_ub,13,0.12763582312954225,0.10948592420496497,2.106385761300547,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,13,0.013080261249953833,0.011097655557273777,0.2158647578355055,,32.0,ae_mlp,4
7,0.05,ml_only,14,0.02536927736816368,0.021002167166221514,0.4175871432536747,,,none,4
7,0.05,mlp_concat_ub,14,0.28284275859627767,0.23140833090906526,4.655690339072423,,,direct_ub,4
7,0.05,pca_regression_ub,14,0.11137007097793451,0.08338724272451487,1.833190165755241,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,14,0.014110157316373412,0.011747007177000644,0.23225810491545784,,32.0,ae_mlp,4
7,0.05,ml_only,15,0.026728166499958808,0.020733760832772844,0.40009854430392,,,none,4
7,0.05,mlp_concat_ub,15,0.22104406261695744,0.1819786403414898,3.3088467807997795,,,direct_ub,4
7,0.05,pca_regression_ub,15,0.08582980225008303,0.07560654354501663,1.284801145570702,,8.0,pca_mlp,4
7,0.05,ae_regression_ub,15,0.014697663522188695,0.011652040746943504,0.22001186575613352,,32.0,ae_mlp,4
